"","A1","A2","A6","P1","P2","P6"
"SteCoe_30684",256,182,25,282,265,23
"SteCoe_30685",0,0,0,0,0,1
"SteCoe_30687",371,298,342,387,410,334
"SteCoe_30688",967,1089,356,1161,1862,633
"SteCoe_30689",5,7,16,8,7,7
"SteCoe_3069",1833,2068,363,2291,2737,496
"SteCoe_30690",3818,4755,1473,3779,4725,1573
"SteCoe_30691",6213.21203501094,5046.53383701408,1670.44996918019,6733.99950428791,4897.65833955604,1886.33433788335
"SteCoe_30692",102.011260173806,55.9499024663948,88.1803140808853,124.740928516293,86.5920464592155,62.9617820536825
"SteCoe_30693",0,1,0,3,2,0
"SteCoe_30694",7,6,0,4,4,0
"SteCoe_30695",13,47,4,49,58,3
"SteCoe_30696",2636.51951287239,4685.52890317877,544,3214.49354971743,4921.52681819983,1084
"SteCoe_30697",249,272,38,229,296,53
"SteCoe_30698",0,0,0,0,0,0
"SteCoe_30699",76,64,23,148,87,56
"SteCoe_307",54,52,23,46,124,49
"SteCoe_3070",22,87,8,44,61,26
"SteCoe_30700",83,157,34,150,230,104
"SteCoe_30701",23,70,15,16,39,17
"SteCoe_30702",93,93,22,156,70,51
"SteCoe_30703",131,187,24,159,150,44
"SteCoe_30704",8819.72705468419,8265.67015882999,1377.75633242337,11586.9789744661,11106.211731892,2224
"SteCoe_30705",87264.9377894722,103449.613079441,74505.7652340622,98315.3144913495,100629.831093443,109161.056158417
"SteCoe_30706",383,468.621513944223,357,463,378,414
"SteCoe_30707",53,38,29,40,31,21
"SteCoe_30708",903.976168652612,1011.48440065681,261.297658862876,994.285714285714,1145.17820324006,488.810276679842
"SteCoe_30709",0,0,0,2,1.3332265680162,0
"SteCoe_3071",0,0,0,0,0,0
"SteCoe_30710",230,327,112,286,375,187
"SteCoe_30711",70,126,55,69,97,53
"SteCoe_30712",247,313,319,260,335,662
"SteCoe_30713",114,163,57,145,144,94
"SteCoe_30714",1100.52076677316,1267.60563380282,439.952991452991,1322.94695481336,1568.64157119476,740.349928876245
"SteCoe_30715",194,182,72,266,238,170
"SteCoe_30716",0,0,0,0,0,0
"SteCoe_30717",618,687,395,1028,705,780
"SteCoe_30718",691,930,248,1041,912,504
"SteCoe_30719",266.887729928965,320.4619720341,195.228983605098,359.375931925325,562.013149169688,318.802214742628
"SteCoe_30720",15359,18047,5679,15982,18232,7971
"SteCoe_30721",0,0,0,0,0,0
"SteCoe_30722",0,0,0,0,0,0
"SteCoe_30724",3167,4008,1644,3353,3745,2456
"SteCoe_30726",63,96,13,50,118,22
"SteCoe_30727",109,116,53,147,132,91
"SteCoe_30728",0,10,3,0,36,10
"SteCoe_30729",0,0,0,0,0,0
"SteCoe_3073",6689,8309,4437,6711,8085,5745
"SteCoe_30730",6928.88562260636,9103.58070046534,3027.69343696028,8144.51271563223,8209.34353650963,3070.93709884467
"SteCoe_30731",488,775,206,655,770,385
"SteCoe_30732",0,0,0,0,0,0
"SteCoe_30733",0,0,0,0,0,0
"SteCoe_30735",1407,1973,250,1626,1420,395
"SteCoe_30736",174.868250539957,249,117,246.476744186047,318.558704453441,167.543973941368
"SteCoe_30737",1,1,0,4,1,0
"SteCoe_30738",0,1,0,0,0,0
"SteCoe_30739",527.539008957773,788,110,971.950512656765,921.258151542105,169
"SteCoe_3074",0,0,0,0,0,0
"SteCoe_30740",285,316,67,498,511,217
"SteCoe_30741",251,505,112,424,591,266
"SteCoe_30742",29.0631808278867,33.0966325036603,24.7966804979253,41.3366174055829,36.0433734939759,114.461538461538
"SteCoe_30743",434.631903610744,406.772315057166,254,1448.47679092624,702.173963211095,442
"SteCoe_30744",107,152,86,229,199,282
"SteCoe_30745",234.479508196721,347,131,305,353,171
"SteCoe_30746",877.209935901097,1117.36801930103,292.851912315767,854.513352386438,1052.36989910741,529.973527180679
"SteCoe_30748",557,649,168,738,650,209
"SteCoe_30749",1374.99980320356,1813.05207255753,430.004008989481,2320.31843056861,2877.3390071734,489.049962357922
"SteCoe_3075",13626.8537222209,16867,4121.38654342791,14640,16028,5573.37719164463
"SteCoe_30750",342,709,219,745,855,472
"SteCoe_30751",0,0,0,0,0,0
"SteCoe_30752",79,66,25,45,99,21
"SteCoe_30753",1195.34321280379,1369.63054695562,241.95652173913,1655.61360772785,1851.18188679245,369.463087248322
"SteCoe_30754",961,1188,508,1162,1485,737
"SteCoe_30755",96,201.5,34.5,149.5,226.5,96
"SteCoe_30756",24.2647271620015,34.2601013622465,6,54.7871167709076,15.7985712164876,2.51555328525206
"SteCoe_30757",146,290,92,204,205,165
"SteCoe_30758",112,126,218,121,203,264
"SteCoe_30759",1391,2145,551,1519,2144,1292
"SteCoe_3076",140,112.255125284738,151.857954545455,172.365619543893,155,176.414117647059
"SteCoe_30761",1898.41491841492,2517.72808793752,674.885245901639,2363.52707692308,3056.07412687099,1444.53994225217
"SteCoe_30762",467,432,227,613,591,437
"SteCoe_30763",804,1351,434,1530,1673,659
"SteCoe_30764",70,19,0,33,26,3
"SteCoe_30765",125,182,58,160,196,66
"SteCoe_30766",1149,1040,224,1280,906,467
"SteCoe_3077",235,186,66,291,288,86
"SteCoe_30770",256.193534613244,317.691575418521,102.035396522177,336.287800430756,362.975620547661,255.140162558533
"SteCoe_30771",45,62,19,44,66,80
"SteCoe_30772",112.450980392157,150,86.3197026022305,126,140,173.154639175258
"SteCoe_30773",217,195,91,227,255,95
"SteCoe_30774",88,67,39,115,111,60
"SteCoe_30775",0,0,0,0,0,0
"SteCoe_30776",317,416,98,553,413,220
"SteCoe_30777",278,374,119,366,391,227
"SteCoe_30778",61,76,60,91,102,103
"SteCoe_30779",370,475,174,508,616,320
"SteCoe_3078",643.681933842239,536.21613832853,1029.60796252927,859.673162090345,688.376294591484,1222.52267230955
"SteCoe_30780",3710.56655613453,4915.33180778032,3287.90375521558,4341.36719854575,4890.50147492625,4852.03216374269
"SteCoe_30781",8,5,13,1,9,23
"SteCoe_30782",3,9,5,16,13,37
"SteCoe_30783",1011.26168224299,985.820149875104,2433.8024691358,1726.62150220913,1339.32315210751,4110.39535849868
"SteCoe_30785",635,693,131,706,800,192
"SteCoe_30786",1157,1447,798,2124,2049,1884
"SteCoe_30787",242.389830508475,254.25,87,281.868131868132,304.335664335664,198.337748344371
"SteCoe_30788",25,52,22,43,60,38
"SteCoe_30789",540,590,189,608,530,190
"SteCoe_3079",0,0,0,0,0,0
"SteCoe_30790",1245,1848,563,1585,1851,945
"SteCoe_30791",153,126,22,140,186,55
"SteCoe_30792",799,1260,275,1210,1561,562
"SteCoe_30793",399,341,159,585,432,408
"SteCoe_30794",109,489,72,228,616,44
"SteCoe_30795",822,1197,252,1024,989,635
"SteCoe_30796",1309,1345,237,1946,1512,414
"SteCoe_30797",19757,24551,4944,19871,24608,7559
"SteCoe_30799",829.479452054794,1081.05882352941,255.099889012209,1677.64545723587,1644.21403091558,487.277486910995
"SteCoe_308",5328.38676345004,6496.90102800425,2341.3463638349,5914.22687861272,6756.41042142412,3464.84371667936
"SteCoe_3080",2294.19327364053,2453.93918210416,1471.81820877817,2229.49634273772,2584.79247104247,1961.16806742516
"SteCoe_30800",77,68,40,74,56,36
"SteCoe_30801",1095,1451,542,1409,2079,738
"SteCoe_30802",645,570,131,990,898,295
"SteCoe_30803",1368,1556,508,2074,1686,1165
"SteCoe_30804",38,91,28,68,76,24
"SteCoe_30805",71,98,33,133,110,60
"SteCoe_30806",60,46,8,85,74.1017523382854,5
"SteCoe_30808",294,323,175,218,299,251
"SteCoe_30809",33,64,35,69,81,184
"SteCoe_30811",5.66666666666667,48.5853658536585,17.85,27.622641509434,68.6475409836066,58.1730769230769
"SteCoe_30812",117,118,29,144,157,44
"SteCoe_30813",25,36,4,33,21,22
"SteCoe_30814",0,0,0,0,0,0
"SteCoe_30815",178.044030281776,157.573478819029,63.0614834299912,152.827402663464,151.673452204314,47.8957797252052
"SteCoe_30816",117,162,27,142,171,95
"SteCoe_30817",0,0,0,0,0,0
"SteCoe_30818",0,0,0,0,0,0
"SteCoe_30819",261,326,28,411,486,12
"SteCoe_3082",792,869,64,1093,1260,173
"SteCoe_30820",0,0,2,0,0,2
"SteCoe_30822",0,0,0,0,0,0
"SteCoe_30823",2,55,8,14,39,25
"SteCoe_30824",62,63,13,55,123,60
"SteCoe_30825",93,112,35,185,120,43
"SteCoe_30826",0,0,0,2,0,0
"SteCoe_30827",147,113,79,185,111,66
"SteCoe_30828",20,26,7,28,36,19
"SteCoe_3083",715,680,206,1000,1045,295
"SteCoe_30830",498760,675837,105861,592201,869234,237345
"SteCoe_30831",6,8,0,19,7,4
"SteCoe_30832",93.8852459016394,129.012345679012,43.4188034188034,78.6835443037975,85.8394160583942,128.530805687204
"SteCoe_30833",0,1,0,0,1,1
"SteCoe_30834",0,0,0,0,0,0
"SteCoe_30835",282,375,128,283,399,282
"SteCoe_30838",16,32,21,29,30,32
"SteCoe_30839",873,826.840104827678,217,1150.65084292377,1134,348
"SteCoe_3084",1165.87130515417,957,385,1692.08589589343,1318.46672906693,559.810692638453
"SteCoe_30840",189,188,118,231,212,212
"SteCoe_30841",0,0,0,0,0,0
"SteCoe_30842",2547.51898734177,2435.75655049606,570.708394698085,2473.77296753083,2502.19366109309,750.587412587413
"SteCoe_30843",162.381176470588,262,96,255,286,138.210365853659
"SteCoe_30844",99,153,19,65,185,50
"SteCoe_30845",58,69,32,75,88,39
"SteCoe_30846",1283.95295911485,1282.83894528206,231.750708543812,1248.34464876089,1474.27909455806,326
"SteCoe_30847",23,99,15,56,170,97
"SteCoe_30848",3992.29668271803,4669.07008770022,2807.12250453721,4359.65643669695,4794.41540774683,5079.04105710241
"SteCoe_30849",1383,1952,654,2135,2025,716
"SteCoe_3085",134,125,25,177,139,55
"SteCoe_30850",972,1064,285,1080,1229,228
"SteCoe_30851",9,14,3,11,25,15
"SteCoe_30852",43,82,10,76,125,15
"SteCoe_30853",101,152,50,120,86,62
"SteCoe_30854",18931,25271,5459,21214,25280,7650
"SteCoe_30855",434,440,160,494,439,230
"SteCoe_30856",204,175,64,230,226,79
"SteCoe_30857",117,130,22,216,306,123
"SteCoe_30858",444,732,147,539,654,193
"SteCoe_30859",284,438,142,466,655,179
"SteCoe_3086",552,588,199,711,599,393
"SteCoe_30860",1311.80858823529,1634.29116179615,473.5,1322.5,1567.5,456.5
"SteCoe_30862",266,155,6,205,86,17
"SteCoe_30864",1002.08380142177,1276.01121328216,1247.9611803318,1151.41330908818,1379.44754342008,1533.06656685464
"SteCoe_30865",2584.58824582858,3432.49020813777,1059.65324057838,3062.28928299472,3606.94605750709,1892.15486720831
"SteCoe_30866",0,0,0,0,0,0
"SteCoe_30867",75,105.885587033258,27,98.6695537079208,110.684528040125,53
"SteCoe_30868",297.505706165769,395.396478411812,68,369.077853709634,417.79324171446,158
"SteCoe_30869",76,84,24,111,40,2
"SteCoe_3087",2282.91619857823,2684.98878671784,2622.0388196682,2315.58669091182,2925.55245657992,3401.93343314536
"SteCoe_30870",3054.19128411868,3799.58905547798,886.795191313178,3287.34155509678,3769.158587411,1284.63900526345
"SteCoe_30871",216,273,101,253,374,141
"SteCoe_30872",3427,3534,1446,3680,3859,2891
"SteCoe_30873",122,124,29,149,141,38
"SteCoe_30874",93,62,17,59,93,16
"SteCoe_30875",69,98,20,74,77,42
"SteCoe_30876",11,9,1,10,5,10
"SteCoe_30878",0,0,0,0,0,0
"SteCoe_30879",21,43,5,9,19,33
"SteCoe_3088",196,258,53,210,293,130
"SteCoe_30880",7443.9895465653,8687.95694552413,2087.97069943289,8088.53187190007,9211.53571428571,3475.84285714286
"SteCoe_30881",614,784,459,770,851,780
"SteCoe_30882",612,657,234,989,929,369
"SteCoe_30883",205.046671495294,243.986120662509,50.0222624697961,283.036462311914,298.554749878643,58.8326179299548
"SteCoe_30884",116,147,18,191,149,31
"SteCoe_30885",6209,7097,1472,7919,8354,1831
"SteCoe_30886",3,5,1,3,17,0
"SteCoe_30887",4183,5253,1373,4531,5365,1342
"SteCoe_30888",6918.61520060889,8464.37720029646,2559.87247924081,8353.89024564071,8942.54863984506,3227.96354220611
"SteCoe_30889",843,1024,293,862,1075,600
"SteCoe_3089",43308.925102188,56151.5743443699,26855.3477443432,47897.0800855548,52778.6533217206,35713.5326429321
"SteCoe_30893",0,0,0,2,1,0
"SteCoe_30894",89,136,21,131,185,63
"SteCoe_30895",373,629,223,481,612,555
"SteCoe_30896",110,107,194.547249647391,113.784722222222,155.213793103448,153
"SteCoe_30897",43,67,33,51,90,30
"SteCoe_30898",184,177,56,190,188,157
"SteCoe_30899",1463,1844,1087,1582.99622166247,1615,1421
"SteCoe_309",231.130977178066,306.347521386053,126.175912151693,309.817747706462,315.594667097609,143.948189271123
"SteCoe_3090",2,0,0,0,10,4
"SteCoe_30900",414,343,102,535,411,213
"SteCoe_30901",13,41,5,43,20,1
"SteCoe_30902",45,89,28,79,108,33
"SteCoe_30903",421,586,248,483,581,483
"SteCoe_30904",328,446,61,579,670,104
"SteCoe_30905",581,846,652,890,954,1122
"SteCoe_30906",16,47,18,36,43,4
"SteCoe_30908",0,0,0,0,0,0
"SteCoe_30909",3065.04109284762,3902.6776658562,1728.78888888889,3686.37141793822,3943.6650887574,3000.71718862061
"SteCoe_3091",0,0,0,0,0,0
"SteCoe_30910",964,1086,249,1796,1618,481
"SteCoe_30911",2075,2368,826,4271,2746,1609
"SteCoe_30912",0,0,0,1,6,0
"SteCoe_30913",28,29,2,44,53,0
"SteCoe_30914",52,136,46,70,141,86
"SteCoe_30915",0,0,0,1,0,0
"SteCoe_30916",640,614,120,854,915,200
"SteCoe_30917",0,0,0,0,0,0
"SteCoe_30918",3600,4078,813,4487,4954,1156
"SteCoe_3092",37,20,1,28,65,5
"SteCoe_30920",610,720,268,543,652,429
"SteCoe_30922",1.04182872296352,0,0,0,0,0
"SteCoe_30923",877,1167,364,1304,1461,708
"SteCoe_30924",76,113,47,73,113,76
"SteCoe_30925",1539,1302,292,2300,1582,624
"SteCoe_30926",921,792,231,1349,906,188
"SteCoe_30927",576,1054,357,876,1214,647
"SteCoe_30928",107.571428571429,234.925636574074,96.0549363057325,134.53425019836,243.476623704827,210.729686670207
"SteCoe_30929",139,199,46,233,193,47
"SteCoe_3093",868,968,496,968,978,791
"SteCoe_30930",173,290,67,330,248,199
"SteCoe_30932",0,0,0,0,0,0
"SteCoe_30934",453,665,181,569,795,215
"SteCoe_30935",35,41,15,57,84,29
"SteCoe_30937",0,0,0,0,0,0
"SteCoe_30938",55,101,43,207,189,92
"SteCoe_30939",146,178,33,197,194,103
"SteCoe_3094",305,278,95,294,252,140
"SteCoe_30940",939,1354,424,1194,1238,757
"SteCoe_30941",99,30,19,55,55,26
"SteCoe_30942",3,4,9,4,16,3
"SteCoe_30943",640,765,158,976,892,586
"SteCoe_30944",219,466,55,435,522,115
"SteCoe_30945",198,237,87,243,277,236
"SteCoe_30946",0,0,0,0,0,0
"SteCoe_30948",5457,6562,1687,5391,5773,2260
"SteCoe_30949",306.377789227497,436.929217962986,114,420.136252449006,514.749500300153,282.20098839097
"SteCoe_30950",234,354,168,341,553,749
"SteCoe_30951",153,272,22,174,352,52
"SteCoe_30952",423,448,180,368,580,200
"SteCoe_30953",355,421,218,447,461,493
"SteCoe_30954",413,359,271,886,733,615
"SteCoe_30956",0,0,0,0,0,0
"SteCoe_30958",1001,1097,360,1455,1578,570
"SteCoe_30959",168,237,72,199,249,58
"SteCoe_3096",233,557,97,409,551,326
"SteCoe_30960",0,0,0,0,0,0
"SteCoe_30961",6,5,0,3,12,14
"SteCoe_30962",244,255,70,293,294,117
"SteCoe_30963",5,16,2,5,4,16
"SteCoe_30964",0,0,0,0,0,0
"SteCoe_30966",0,0,0,0,1,0
"SteCoe_30967",21,31.7045454545455,12,18,29,14
"SteCoe_30969",9565,8641,3301,11638,9167,4878
"SteCoe_30970",522,812.811615785555,128,950,857.622367465505,253
"SteCoe_30971",1875,3005,1144,2915,2955,1789
"SteCoe_30973",8,10.0184732874419,25,10,9,14
"SteCoe_30974",88,113,16,39,86,47
"SteCoe_30975",1734,1965,470,2706,2530,929
"SteCoe_30977",121,137,56,130,176,30
"SteCoe_30978",420,598,148,561,651,240
"SteCoe_3098",65,47,17,37,54,31
"SteCoe_30980",73,89,8,140,151,90
"SteCoe_30981",2,1,1,6,2,1
"SteCoe_30982",716.513950140836,967.937153320985,66.9816704763425,808.255148244532,1138.55858768671,185.858655885263
"SteCoe_30983",141.223999835667,175.542426809431,75.3904622435325,205,187,92
"SteCoe_30984",0,0,0,0,0,0
"SteCoe_30985",12,52,20,40,48,38
"SteCoe_30986",0,0,0,0,0,0
"SteCoe_30988",0,0,0,0,0,0
"SteCoe_3099",45,38,14,48,78,58
"SteCoe_30991",8,15,11,9,13,17
"SteCoe_30992",231,360,196,297,425,421
"SteCoe_30993",4582,6498,1272,6822,8723,1414
"SteCoe_30995",32,75,15,70,113,59
"SteCoe_30997",667,858.869363941454,398,820,1155,1714
"SteCoe_30998",777,917,728,909,966,1198
"SteCoe_30999",57,71,8,48,68,56
"SteCoe_31",65,72,47,104,102,72
"SteCoe_310",4219,4833,1105,4423,4733,1290
"SteCoe_3100",371,438,158.896773111567,595,594.010710856952,258.402031195847
"SteCoe_31000",79.3377470145236,151.452043534047,13.2225366226576,130.31172030041,198.722251945185,21.6682104229774
"SteCoe_31001",31,29,0,38,38,10
"SteCoe_31002",74,135,25,154,219,91
"SteCoe_31003",7194.17637714172,8506.89882884224,1934,7671.15415964471,8402.82945037002,3133.00394704613
"SteCoe_31004",91,139,63,123,84,40
"SteCoe_31005",109,211,52,200,268,80
"SteCoe_31006",80.2413793103448,106.402234636872,84.0404624277457,228.660194174757,196.85549132948,722.44008714597
"SteCoe_31007",0,0,0,0,0,0
"SteCoe_31008",765,966,374,1227,1088,566
"SteCoe_31009",0,0,0,0,0,0
"SteCoe_3101",1016,1043,392,1085,1070,341
"SteCoe_31011",0,0,0,0,0,0
"SteCoe_31012",0,0,0,0,0,0
"SteCoe_31013",0,0,0,0,0,0
"SteCoe_31014",12,5,2,10,3,0
"SteCoe_31015",302,400.412121212121,97,424.809160305344,354,241
"SteCoe_31016",38,134,20,83,150,32
"SteCoe_31017",18,14,8,25,35,3
"SteCoe_31018",175,230,104,264,278,200
"SteCoe_31019",290,318,266,331,284,287
"SteCoe_3102",7408,8766,3503,8247,8705,5964
"SteCoe_31020",225,370,109,392,318,248
"SteCoe_31021",282,448,193,353,405.167148163434,260
"SteCoe_31022",0,0,0,0,0,0
"SteCoe_31023",128,145,37,160,191,146
"SteCoe_31024",3,25,8,29,21,7
"SteCoe_31027",3,4,3,7,13,14
"SteCoe_31028",85,78,19,79,82,29
"SteCoe_31029",465,344,78,546,410,85
"SteCoe_3103",1244,1471,710,1467,1453,1113
"SteCoe_31030",2018.56027604054,2326.63929784824,2013.85404454865,2189.58505104989,2165.09246785058,2727.30516014235
"SteCoe_31031",619.876705141799,707.411122334664,270.006404128034,691.812520875513,650.142249343529,383.290460664024
"SteCoe_31032",850.785484873663,1049.67263738038,240.453404313784,1367.57668248831,1327.8641788587,533.63864132919
"SteCoe_31033",0,4,0,1,3,0
"SteCoe_31034",0,0,0,0,0,0
"SteCoe_31035",0,2.7413246511142,4.51551075979167,2,2.51626582483035,0
"SteCoe_31036",2,9,7,10,2,0
"SteCoe_31038",0,0,0,0,3.05660377358491,0
"SteCoe_3104",784,870,176,933,864,257
"SteCoe_31040",989,1278,576,1235,1328,1264
"SteCoe_31041",0,0,0,0,0,0
"SteCoe_31042",40,53,9,39,112,25
"SteCoe_31043",7,3,0,0,0,5
"SteCoe_31044",68,70,11,45,37,9
"SteCoe_31045",214.329588014981,282.537142857143,112.254545454545,307.704936854191,306.828822170113,147.269724770642
"SteCoe_31046",150.773424190801,79.0677233429395,492.359094342178,199.515695067265,117.797073557105,819.422430996678
"SteCoe_31047",623,930,203,1211,963,293
"SteCoe_31048",211,236,45,261,220,138
"SteCoe_31049",706,980,233,921,1253,345
"SteCoe_3105",294,361,174,343,430,175
"SteCoe_31050",11,72,9,55,64,1
"SteCoe_31051",118,72,41,89,89,75
"SteCoe_31052",288,192,29,258,308,2
"SteCoe_31053",80,61,23,88,51,12
"SteCoe_31055",267,295,115,345,408,265
"SteCoe_31056",686,865,812,787,834,929
"SteCoe_31057",0,0,0,0,0,0
"SteCoe_31058",0,0,0,0,0,2
"SteCoe_31059",80,107,13,112,109,41
"SteCoe_3106",65.6649616368287,59.6441048034934,99.8227513227513,73.5703125,108.66213592233,138.775510204082
"SteCoe_31060",42,33,34,50,51,49
"SteCoe_31061",302,487,239,447,500,437
"SteCoe_31063",2495.68723670329,3437.23223162927,1084.18970268329,3473.65209507282,3600.38891314993,1998.31656184486
"SteCoe_31064",69,74,20,104,139,95
"SteCoe_31065",1056,1665,825,1369,1598,967
"SteCoe_31067",987.555561208064,1331.03952215387,279.438478018122,1028.25715006047,1301.03018234375,402.82991523862
"SteCoe_31068",0,0,0,0,0,0
"SteCoe_31069",78.5535714285714,117,41,113,114,104
"SteCoe_3107",0,0,1,0,0,0
"SteCoe_31070",17.6986301369863,9,16.9275362318841,31.2108843537415,42,35
"SteCoe_31071",398,632,194,563,485,353
"SteCoe_31072",164,303,52.962962962963,236.945891783567,342.667697063369,166.356164383562
"SteCoe_31073",24,17,11,26,25,27
"SteCoe_31074",253.450370533923,273,184.138071277413,324,411.534168317585,474
"SteCoe_31075",338,506,113,609,540,449
"SteCoe_31076",8,3,9,22,26,54
"SteCoe_31077",4885.46271083278,6214.62902269132,3873.33612671687,6425.97886111798,6204.08488554219,5880.66099651587
"SteCoe_31078",411,670,149,600,619,412
"SteCoe_31079",44,63,30,52,81,31
"SteCoe_3108",8,35,2,31,32,28
"SteCoe_31080",192,216,99,338,292,190
"SteCoe_31083",3,12,4,6,13,14
"SteCoe_31085",38,18,14,38,47,15
"SteCoe_31086",204,245,19,263,233,78
"SteCoe_31087",145,137,37,170,163,60
"SteCoe_31088",5097,6419,1306,5601,6112,1598
"SteCoe_3109",65.5714285714286,75.1127819548872,54.9485294117647,98.3101604278075,118.174647887324,113.773722627737
"SteCoe_31090",0,0,0,0,0,0
"SteCoe_31091",85,128,66,183,151,105
"SteCoe_31092",606.809352517986,522.361809045226,185.388888888889,1119.71951219512,760.446428571429,216.018181818182
"SteCoe_31093",147,136,63,169,179,135
"SteCoe_31094",138,280,61,271,386,173
"SteCoe_31095",0,0,0,0,0,0
"SteCoe_31096",758,777,176,1135,926,479
"SteCoe_31099",232,324,132,473,556,358
"SteCoe_3110",348,237,149,489,477,276
"SteCoe_31101",157.765166581851,153,49,226,240,67
"SteCoe_31102",203,362.5,115.5,386.5,348,242.5
"SteCoe_31103",103.5,188.172339555719,38.5,164,242.5,72
"SteCoe_31104",289,465,314,491,354,376
"SteCoe_31105",959,1203,366,937,992,600
"SteCoe_31107",43546.7800727299,54768.6190799976,32597,46273.6025212558,50372.7876286081,46563.709066821
"SteCoe_31108",46.930157573503,125.556133298164,58.9516451711961,74.9048647616687,128.620555784356,35.0879444968442
"SteCoe_31109",24,39,10,45,45,13
"SteCoe_3111",13,17,16,14,11,33
"SteCoe_31110",5,15,0,6,17,0
"SteCoe_31111",2,17,1,22,16,0
"SteCoe_31112",0,1,0,0,0,0
"SteCoe_31113",334,313,72,338,286,53
"SteCoe_31114",8,15,0,13,15,22
"SteCoe_31116",56.6446810361239,93.2625901276871,10.599934349782,108.844619281718,76.8034163071109,37
"SteCoe_31117",572,688,338,1244,857,964
"SteCoe_31118",0,0,0,0,0,0
"SteCoe_31119",50,40,24,83,61,18
"SteCoe_3112",1809,2466,1403,2245,2433,2077
"SteCoe_31120",124,258,49,141,184,65
"SteCoe_31121",26,14,16,22,45,3
"SteCoe_31122",0,0,0,2,0,1
"SteCoe_31123",883,562,169,1340,695,368
"SteCoe_31124",42,10,3,39,22,14
"SteCoe_31125",0,0,0,0,0,0
"SteCoe_31126",8.11566265060241,11.1286549707602,14.3733333333333,20.1307189542484,14.35,32.7835051546392
"SteCoe_31127",0,0.5,0,2.5,0,0
"SteCoe_31128",0,0,0,0,0,0
"SteCoe_31129",313.333085241855,334.663865823492,60.8551499280331,559.876809155879,478.16916717872,105
"SteCoe_3113",11478,11912,1411,14285,14905,2375
"SteCoe_31130",134.91959690569,132.474864933509,40.5990457578263,207.866947059688,148.544955531296,31
"SteCoe_31131",130,140,124,294,180,300
"SteCoe_31132",39,49,22,36,48,12
"SteCoe_31133",308,382,149,306,389.158710730314,346
"SteCoe_31134",487,297,93,625,387,106
"SteCoe_31135",78.325,97.4201183431953,41.4634146341463,227.802491103203,193.789473684211,50
"SteCoe_31136",19.5,46.5,15,35,48,33.5
"SteCoe_31137",446,505.5,119,951,750.5,210
"SteCoe_31138",1673.7860323883,2019,663.5,1931.5,2226.2959542126,1317.5
"SteCoe_31139",0,0,0,0.5,0.500195204904815,0
"SteCoe_3114",186,203,321,274,258,404
"SteCoe_31140",57.5,58,13.5,63,50.2161265684446,20.5
"SteCoe_31141",118.5,137,31,130,143,63.5
"SteCoe_31142",35,40,1,26,10,3
"SteCoe_31143",2696,3429,574,3131,4076,839
"SteCoe_31145",177,260,93,156,218,123
"SteCoe_31146",353,537,75,496,551,207
"SteCoe_31147",46664.2305428803,59075.663402015,22150.9850185431,51015.2698602465,57889.7395791193,33362.9584063226
"SteCoe_31148",2045.14442010951,2554.94865810968,1129.44680851064,2620.62064722152,2802.58425608914,1218.26042871136
"SteCoe_31149",853.617795753286,1038.05072708827,468.030690537084,889.827672713238,874.489032033426,466.48
"SteCoe_3115",194,197,46,203,218,95
"SteCoe_31150",8,44,8,14,38,25
"SteCoe_31151",443.566609064509,539.419536585878,22.8998215361025,674.329185774858,748.668609052125,74
"SteCoe_31152",5007.6136631331,6038.14834635556,1190.61000537924,5354.89135553313,6351.9925463336,2048.64635806671
"SteCoe_31153",23,19,0,14,29,0
"SteCoe_31154",0,0,0,0,0,0
"SteCoe_31155",401,331,46,414,418,29
"SteCoe_31156",0,0,0,1.008138645502,1,0
"SteCoe_31158",612,839,488,729.965562913907,862,694
"SteCoe_31159",309,417,111,359,387,274
"SteCoe_3116",2290.76513301368,3307.38292490799,855.771717241312,2871.18889255843,3468.76537814065,1434.45269277571
"SteCoe_31160",10.1286694599009,42.9117726770478,18.4411721894099,41.6399742038486,45.4018795939132,21
"SteCoe_31162",503.988246816846,693.735588009224,251.092872570194,653.886558627264,790.596534653465,219.816067653277
"SteCoe_31163",1,1,0,3,1,0
"SteCoe_31164",581.988095238095,777.987195902689,536.85046728972,765.98431372549,852.979069767442,748.984210526316
"SteCoe_31165",1059,1621,407,1452,1830,752
"SteCoe_31166",0,0,0,0,0,0
"SteCoe_31167",0,0,0,0,0,0
"SteCoe_31168",48,84,6,101,116,1
"SteCoe_31169",268,470,66,437,403,48
"SteCoe_31170",0,0,0,0,0,0
"SteCoe_31171",39,65,22,51,57,32
"SteCoe_31172",0,0,0,0,0,0
"SteCoe_31173",0,0,0,0,0,0
"SteCoe_31174",0,0,0,0,0,0
"SteCoe_31175",5963,5929,2152,8702,7511,4601
"SteCoe_31176",80384.8619960309,94698.2590564448,17616.2420178799,87799.1619616978,101046.758371254,31915.1717065606
"SteCoe_31177",90.4493649555794,148.649897183979,11,104.164943241044,253.267486686195,50
"SteCoe_31178",103,79.49375,21,77,116,16
"SteCoe_3118",401,374,153,436,430,141
"SteCoe_31180",0,0,0,1,1,0
"SteCoe_31181",0,0,0,0,0,2
"SteCoe_31182",0,1,0,0,0,0
"SteCoe_31183",555.124882629108,477.654320987654,42.9042553191489,625.86588432523,505.313943541488,77.6893939393939
"SteCoe_31184",0,0,0,0,0,0
"SteCoe_31185",0,0,0,0,0,0
